latitude,longitude,brightness,scan,track,acq_date,timestamp,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,predio
31.05895,-110.89629,304.06,0.36,0.57,24/06/2023,24/06/2023 09:52,952,1,VIIRS,n,2.0NRT,285.72,0.49,N,J1V283931
31.05808,-110.89277,297.26,0.36,0.57,24/06/2023,24/06/2023 09:52,952,1,VIIRS,n,2.0NRT,286.28,0.49,N,J1V283932
31.2684,-110.93934,335.43,1.33,1.14,30/06/2023,30/06/2023 20:36,2036,Aqua,MODIS,63,6.1NRT,319.4,15.1,D,MODIS62903
31.22867,-110.94529,302.5,0.35,0.57,01/07/2023,01/07/2023 08:30,830,N,VIIRS,n,2.0NRT,289.94,0.17,N,VIIRS292078
31.23817,-110.94758,303.34,0.34,0.56,02/07/2023,02/07/2023 09:52,952,N,VIIRS,n,2.0NRT,291.91,1.14,N,VIIRS292808
31.23736,-110.94424,315.71,0.34,0.56,02/07/2023,02/07/2023 09:52,952,N,VIIRS,n,2.0NRT,293.38,1.09,N,VIIRS292809
31.22963,-110.94226,367,0.64,0.72,02/07/2023,02/07/2023 19:30,1930,N,VIIRS,h,2.0NRT,316.29,16.54,D,VIIRS293052
31.22865,-110.94418,367,0.35,0.57,02/07/2023,02/07/2023 21:10,2110,N,VIIRS,h,2.0NRT,319.31,8.16,D,VIIRS293103
31.22838,-110.94782,349.61,0.35,0.57,02/07/2023,02/07/2023 21:10,2110,N,VIIRS,n,2.0NRT,313.69,8.16,D,VIIRS293104
31.23394,-110.94489,344.93,0.35,0.57,02/07/2023,02/07/2023 21:10,2110,N,VIIRS,n,2.0NRT,317.73,8.16,D,VIIRS293105
31.23877,-110.94415,346.52,0.41,0.37,02/07/2023,02/07/2023 09:02,902,1,VIIRS,n,2.0NRT,297.36,6.75,N,J1V291767
31.21906,-110.91372,337.65,1.1,1.04,03/07/2023,03/07/2023 17:39,1739,Terra,MODIS,76,6.1NRT,316.25,19.1,D,MODIS63226
31.2205,-110.92505,342.44,1.1,1.05,03/07/2023,03/07/2023 17:39,1739,Terra,MODIS,83,6.1NRT,316.68,27.25,D,MODIS63235
31.22818,-110.92612,322.51,0.57,0.43,03/07/2023,03/07/2023 09:34,934,N,VIIRS,n,2.0NRT,294.2,5.48,N,VIIRS293199
31.23506,-110.95975,304.17,0.56,0.43,03/07/2023,03/07/2023 09:34,934,N,VIIRS,n,2.0NRT,292.94,1.59,N,VIIRS293200
31.22883,-110.94944,333.54,0.56,0.43,03/07/2023,03/07/2023 09:34,934,N,VIIRS,n,2.0NRT,294.51,6.16,N,VIIRS293201
31.22312,-110.92152,342.1,0.57,0.43,03/07/2023,03/07/2023 09:34,934,N,VIIRS,n,2.0NRT,295.09,5.48,N,VIIRS293202
31.23,-110.95515,312.98,0.56,0.43,03/07/2023,03/07/2023 09:34,934,N,VIIRS,n,2.0NRT,293.36,1.59,N,VIIRS293203
31.22956,-110.92659,322.9,0.57,0.43,03/07/2023,03/07/2023 09:34,934,N,VIIRS,n,2.0NRT,294.48,3.14,N,VIIRS293204
31.23626,-110.96032,302.77,0.56,0.43,03/07/2023,03/07/2023 09:34,934,N,VIIRS,n,2.0NRT,292.64,0.97,N,VIIRS293205
31.22454,-110.92202,331.27,0.57,0.43,03/07/2023,03/07/2023 09:34,934,N,VIIRS,n,2.0NRT,295.14,5.08,N,VIIRS293206
31.23124,-110.95571,314.97,0.56,0.43,03/07/2023,03/07/2023 09:34,934,N,VIIRS,n,2.0NRT,293.55,2.59,N,VIIRS293207
31.2301,-110.95001,317.58,0.56,0.43,03/07/2023,03/07/2023 09:34,934,N,VIIRS,n,2.0NRT,293.22,2.59,N,VIIRS293208
31.22619,-110.951,321.2,0.56,0.43,03/07/2023,03/07/2023 09:34,934,N,VIIRS,n,2.0NRT,292.76,2.59,N,VIIRS293209
31.22505,-110.94526,322.33,0.56,0.43,03/07/2023,03/07/2023 09:34,934,N,VIIRS,n,2.0NRT,293.8,4.44,N,VIIRS293210
31.22061,-110.92296,330.5,0.57,0.43,03/07/2023,03/07/2023 09:34,934,N,VIIRS,n,2.0NRT,294.34,5.08,N,VIIRS293211
31.2217,-110.92841,310.13,0.57,0.43,03/07/2023,03/07/2023 09:34,934,N,VIIRS,n,2.0NRT,293.69,3.18,N,VIIRS293212
31.21354,-110.91399,352.77,0.57,0.43,03/07/2023,03/07/2023 20:51,2051,N,VIIRS,n,2.0NRT,321.11,16.16,D,VIIRS293543
31.21749,-110.91494,354.94,0.57,0.43,03/07/2023,03/07/2023 20:51,2051,N,VIIRS,n,2.0NRT,321.64,16.16,D,VIIRS293544
31.21683,-110.92092,348.52,0.57,0.43,03/07/2023,03/07/2023 20:51,2051,N,VIIRS,l,2.0NRT,322.41,12.75,D,VIIRS293545
31.23078,-110.92677,305.53,0.45,0.47,03/07/2023,03/07/2023 08:43,843,1,VIIRS,n,2.0NRT,293.79,1.48,N,J1V292186
31.22852,-110.94778,316.11,0.46,0.47,03/07/2023,03/07/2023 08:43,843,1,VIIRS,n,2.0NRT,292.37,1.57,N,J1V292187
31.22597,-110.92224,309.41,0.45,0.47,03/07/2023,03/07/2023 08:43,843,1,VIIRS,n,2.0NRT,293.87,1.45,N,J1V292188
31.22168,-110.923,335.83,0.45,0.47,03/07/2023,03/07/2023 08:43,843,1,VIIRS,n,2.0NRT,296.24,4.7,N,J1V292189
31.2222,-110.9283,306.42,0.45,0.47,03/07/2023,03/07/2023 08:43,843,1,VIIRS,n,2.0NRT,293.5,2.66,N,J1V292190
31.22974,-110.95444,346.98,0.45,0.47,03/07/2023,03/07/2023 20:00,2000,1,VIIRS,l,2.0NRT,321.38,9.77,D,J1V292597
31.22553,-110.95331,347.12,0.45,0.47,03/07/2023,03/07/2023 20:00,2000,1,VIIRS,l,2.0NRT,320.17,38.36,D,J1V292598
31.2191,-110.9205,349.43,0.45,0.47,03/07/2023,03/07/2023 20:00,2000,1,VIIRS,n,2.0NRT,318.84,7.99,D,J1V292599
31.22007,-110.91591,351.83,0.45,0.47,03/07/2023,03/07/2023 20:00,2000,1,VIIRS,n,2.0NRT,316.87,7.99,D,J1V292600
31.2148,-110.91987,348.36,0.45,0.47,03/07/2023,03/07/2023 20:00,2000,1,VIIRS,n,2.0NRT,317.25,5.98,D,J1V292601
31.21579,-110.91519,344.51,0.45,0.47,03/07/2023,03/07/2023 20:00,2000,1,VIIRS,n,2.0NRT,315.32,5.98,D,J1V292602
31.19987,-110.92049,307.02,0.39,0.36,04/07/2023,04/07/2023 09:13,913,N,VIIRS,n,2.0NRT,293.37,0.72,N,VIIRS293630
31.20583,-110.91502,307.04,0.39,0.36,04/07/2023,04/07/2023 09:13,913,N,VIIRS,n,2.0NRT,292.84,1.43,N,VIIRS293634
31.20054,-110.92452,303.64,0.39,0.36,04/07/2023,04/07/2023 09:13,913,N,VIIRS,n,2.0NRT,292.87,0.72,N,VIIRS293635
31.21977,-110.93928,345.71,0.39,0.36,04/07/2023,04/07/2023 20:32,2032,N,VIIRS,l,2.0NRT,320.57,3.87,D,VIIRS293999
31.2063,-110.9138,304.12,0.43,0.62,04/07/2023,04/07/2023 08:24,824,1,VIIRS,n,2.0NRT,292.21,1.29,N,J1V292717
31.20122,-110.92396,302.22,0.43,0.62,04/07/2023,04/07/2023 08:24,824,1,VIIRS,n,2.0NRT,292.07,1.26,N,J1V292718
31.20091,-110.91935,304.26,0.43,0.62,04/07/2023,04/07/2023 08:24,824,1,VIIRS,n,2.0NRT,292.34,1.29,N,J1V292719
31.2077,-110.91434,303.8,0.43,0.62,04/07/2023,04/07/2023 08:24,824,1,VIIRS,n,2.0NRT,292.28,1.87,N,J1V292729
31.20258,-110.92467,303.48,0.44,0.62,04/07/2023,04/07/2023 08:24,824,1,VIIRS,n,2.0NRT,291.83,1.13,N,J1V292730
31.20229,-110.92004,304.08,0.43,0.62,04/07/2023,04/07/2023 08:24,824,1,VIIRS,n,2.0NRT,292.21,1.13,N,J1V292731
31.21563,-110.93767,338.74,0.57,0.69,04/07/2023,04/07/2023 21:23,2123,1,VIIRS,l,2.0NRT,310.18,6.65,D,J1V293065
31.21751,-110.94036,342.59,0.57,0.69,04/07/2023,04/07/2023 21:23,2123,1,VIIRS,n,2.0NRT,310.26,5.32,D,J1V293069
31.20354,-110.92602,303.9,0.47,0.4,05/07/2023,05/07/2023 08:56,856,N,VIIRS,n,2.0NRT,293.13,0.77,N,VIIRS294062
31.27612,-110.93904,335.94,1.33,1.14,06/07/2023,06/07/2023 18:04,1804,Terra,MODIS,66,6.1NRT,314.22,20.84,D,MODIS63567
30.81888,-111.23656,341.08,1.07,1.03,17/07/2023,17/07/2023 21:04,2104,Aqua,MODIS,78,6.1NRT,320.49,13.92,D,MODIS64677
30.82165,-111.22838,352.31,0.36,0.58,17/07/2023,17/07/2023 19:47,1947,N,VIIRS,n,2.0NRT,308.71,4.91,D,VIIRS299451
30.82074,-111.23218,342.65,0.36,0.58,17/07/2023,17/07/2023 19:47,1947,N,VIIRS,n,2.0NRT,308.87,4.91,D,VIIRS299452
30.81904,-111.23035,336.93,0.36,0.58,17/07/2023,17/07/2023 19:47,1947,N,VIIRS,l,2.0NRT,308.4,7.85,D,VIIRS299453
30.82516,-111.22817,335.43,0.36,0.58,17/07/2023,17/07/2023 19:47,1947,N,VIIRS,l,2.0NRT,306.42,3.51,D,VIIRS299454
30.82424,-111.23196,342.68,0.36,0.58,17/07/2023,17/07/2023 19:47,1947,N,VIIRS,n,2.0NRT,307.39,3.51,D,VIIRS299455
31.25806,-110.96543,330.59,0.34,0.56,17/07/2023,17/07/2023 19:47,1947,N,VIIRS,l,2.0NRT,303.56,2.85,D,VIIRS299457
30.82168,-111.23112,335.71,0.65,0.73,17/07/2023,17/07/2023 21:27,2127,N,VIIRS,n,2.0NRT,303.49,6.45,D,VIIRS299499
30.82031,-111.23156,350.08,0.41,0.37,17/07/2023,17/07/2023 20:38,2038,1,VIIRS,l,2.0NRT,320.5,19.8,D,J1V298436
31.27689,-110.93602,332.52,1.06,1.03,25/07/2023,25/07/2023 17:54,1754,Terra,MODIS,48,6.1NRT,307.81,15.95,D,MODIS65267
31.25322,-110.95888,325.93,1.06,1.03,25/07/2023,25/07/2023 17:54,1754,Terra,MODIS,26,6.1NRT,306.86,11.12,D,MODIS65272
31.24693,-110.96606,330.24,0.64,0.72,26/07/2023,26/07/2023 19:30,1930,1,VIIRS,n,2.0NRT,299.28,3.42,D,J1V301420
31.25312,-110.96414,328.22,1.05,1.02,06/08/2023,06/08/2023 17:54,1754,Terra,MODIS,35,6.1NRT,308.11,7.37,D,MODIS65923
31.27674,-110.93672,330.42,1.05,1.03,06/08/2023,06/08/2023 17:54,1754,Terra,MODIS,42,6.1NRT,309.82,10.11,D,MODIS65924
31.25679,-110.97062,332.86,1.15,1.07,09/08/2023,09/08/2023 20:44,2044,Aqua,MODIS,58,6.1NRT,311.45,10.45,D,MODIS66237
30.94247,-111.06013,344.17,0.57,0.43,17/08/2023,17/08/2023 20:08,2008,N,VIIRS,n,2.0NRT,310.94,5.41,D,VIIRS308123
30.94756,-111.05516,335.31,0.57,0.43,17/08/2023,17/08/2023 20:08,2008,N,VIIRS,l,2.0NRT,309.51,6.66,D,VIIRS308124
30.94526,-111.06702,335.75,0.57,0.43,17/08/2023,17/08/2023 20:08,2008,N,VIIRS,l,2.0NRT,308.83,5.41,D,VIIRS308125
30.9449,-111.05658,342.44,0.57,0.43,17/08/2023,17/08/2023 20:08,2008,N,VIIRS,n,2.0NRT,311.19,4.52,D,VIIRS308126
30.94376,-111.06226,344.07,0.57,0.43,17/08/2023,17/08/2023 20:08,2008,N,VIIRS,n,2.0NRT,311.39,4.52,D,VIIRS308127
30.94889,-111.05728,339.2,0.57,0.43,17/08/2023,17/08/2023 20:08,2008,N,VIIRS,n,2.0NRT,309.6,4.52,D,VIIRS308128
30.94776,-111.0629,339.02,0.57,0.43,17/08/2023,17/08/2023 20:08,2008,N,VIIRS,l,2.0NRT,309.94,4.52,D,VIIRS308129
30.94817,-111.0574,306.1,0.47,0.48,17/08/2023,17/08/2023 09:39,939,1,VIIRS,n,2.0NRT,292.71,0.81,N,J1V307098
30.94637,-111.05518,306.68,0.47,0.48,17/08/2023,17/08/2023 09:39,939,1,VIIRS,n,2.0NRT,292.99,0.72,N,J1V307099
30.94949,-111.06244,336.46,0.47,0.47,17/08/2023,17/08/2023 20:57,2057,1,VIIRS,l,2.0NRT,308.17,3.3,D,J1V307244
30.94517,-111.06142,339.56,0.47,0.47,17/08/2023,17/08/2023 20:57,2057,1,VIIRS,l,2.0NRT,310.7,3.3,D,J1V307247
30.95002,-111.05721,334.23,0.47,0.47,17/08/2023,17/08/2023 20:57,2057,1,VIIRS,l,2.0NRT,308.09,3.3,D,J1V307250
30.94471,-111.06599,340.7,0.47,0.47,17/08/2023,17/08/2023 20:57,2057,1,VIIRS,n,2.0NRT,309.59,3.8,D,J1V307252
30.94139,-111.05508,335.14,0.47,0.47,17/08/2023,17/08/2023 20:57,2057,1,VIIRS,l,2.0NRT,309.81,3.53,D,J1V307253
30.94088,-111.06022,347.93,0.47,0.47,17/08/2023,17/08/2023 20:57,2057,1,VIIRS,n,2.0NRT,309.66,3.53,D,J1V307254
30.94173,-111.05852,343.47,0.47,0.47,17/08/2023,17/08/2023 20:57,2057,1,VIIRS,n,2.0NRT,310.39,7.22,D,J1V307256
30.94127,-111.06345,343.78,0.47,0.47,17/08/2023,17/08/2023 20:57,2057,1,VIIRS,n,2.0NRT,308.91,3.68,D,J1V307257
30.94558,-111.06457,347.08,0.47,0.47,17/08/2023,17/08/2023 20:57,2057,1,VIIRS,n,2.0NRT,310.28,6.37,D,J1V307258
30.95037,-111.06071,338.06,0.47,0.47,17/08/2023,17/08/2023 20:57,2057,1,VIIRS,n,2.0NRT,307.84,7.14,D,J1V307259
30.99207,-110.87747,337.05,0.42,0.38,18/08/2023,18/08/2023 20:38,2038,1,VIIRS,l,2.0NRT,308.33,3.57,D,J1V307481
30.8434,-110.84047,331.64,0.34,0.56,26/08/2023,26/08/2023 19:47,1947,1,VIIRS,n,2.0NRT,299.68,0.9,D,J1V308784
30.76833,-110.82844,339.39,1.06,1.03,11/09/2023,11/09/2023 20:49,2049,Aqua,MODIS,82,6.1NRT,309.62,25.87,D,MODIS68213
30.7676,-110.82399,346.44,0.42,0.38,11/09/2023,11/09/2023 20:38,2038,N,VIIRS,n,2.0NRT,310.26,20.02,D,VIIRS313143
30.76771,-110.82007,345.96,0.71,0.75,11/09/2023,11/09/2023 21:27,2127,1,VIIRS,n,2.0NRT,295.02,9.68,D,J1V312310
30.85365,-110.96088,326.03,1.16,1.07,13/09/2023,13/09/2023 17:34,1734,Terra,MODIS,65,6.1NRT,305.62,16.85,D,MODIS68321
30.847,-110.96875,342.31,0.46,0.47,13/09/2023,13/09/2023 20:00,2000,N,VIIRS,n,2.0NRT,302.89,8.53,D,VIIRS313609
30.85212,-110.96592,338.62,0.46,0.47,13/09/2023,13/09/2023 20:00,2000,N,VIIRS,n,2.0NRT,300.78,7.01,D,VIIRS313610
30.84788,-110.96456,336.38,0.46,0.47,13/09/2023,13/09/2023 20:00,2000,N,VIIRS,n,2.0NRT,303.52,7.01,D,VIIRS313613
30.85373,-110.96563,339.77,0.38,0.43,13/09/2023,13/09/2023 20:49,2049,1,VIIRS,n,2.0NRT,307.93,3.65,D,J1V312751
30.85419,-110.96137,336.84,0.38,0.43,13/09/2023,13/09/2023 20:49,2049,1,VIIRS,l,2.0NRT,309.4,2.88,D,J1V312752
30.84925,-110.96961,331.99,0.38,0.43,13/09/2023,13/09/2023 20:49,2049,1,VIIRS,l,2.0NRT,306.1,4.86,D,J1V312753
30.84971,-110.96526,352.21,0.38,0.43,13/09/2023,13/09/2023 20:49,2049,1,VIIRS,n,2.0NRT,310.99,4.86,D,J1V312754
30.84545,-110.98001,300.05,0.43,0.62,14/09/2023,14/09/2023 08:24,824,N,VIIRS,n,2.0NRT,288.62,0.71,N,VIIRS313636
30.84508,-110.97864,333.96,0.55,0.68,14/09/2023,14/09/2023 21:23,2123,N,VIIRS,n,2.0NRT,302.53,5.54,D,VIIRS313917
30.83903,-110.9721,333.91,0.55,0.68,14/09/2023,14/09/2023 21:23,2123,N,VIIRS,n,2.0NRT,303.89,3.52,D,VIIRS313918
30.85571,-110.96663,301.66,0.39,0.36,14/09/2023,14/09/2023 09:13,913,1,VIIRS,n,2.0NRT,291.04,1.03,N,J1V312859
30.84581,-110.97805,332.24,0.39,0.36,14/09/2023,14/09/2023 20:32,2032,1,VIIRS,l,2.0NRT,304.51,2.61,D,J1V313037
30.8554,-110.95893,338.17,0.39,0.36,14/09/2023,14/09/2023 20:32,2032,1,VIIRS,l,2.0NRT,312.31,3.64,D,J1V313038
30.8431,-110.97336,332.11,0.39,0.36,14/09/2023,14/09/2023 20:32,2032,1,VIIRS,l,2.0NRT,305.92,2.61,D,J1V313042
30.8398,-110.97273,340.79,0.39,0.36,14/09/2023,14/09/2023 20:32,2032,1,VIIRS,n,2.0NRT,308.58,3.31,D,J1V313043
30.84251,-110.97739,353.23,0.39,0.36,14/09/2023,14/09/2023 20:32,2032,1,VIIRS,n,2.0NRT,315.29,2.61,D,J1V313050
30.83718,-110.97006,314.95,1.07,1.03,15/09/2023,15/09/2023 05:14,514,Terra,MODIS,90,6.1NRT,294.15,13.08,N,MODIS68427
30.83632,-110.96177,324.29,2.08,1.4,15/09/2023,15/09/2023 17:17,1717,Terra,MODIS,65,6.1NRT,311.2,23.7,D,MODIS68439
30.83215,-110.96902,336.38,0.79,0.78,15/09/2023,15/09/2023 19:21,1921,N,VIIRS,n,2.0NRT,306.28,12.57,D,VIIRS314204
30.84118,-110.96462,343.03,0.79,0.78,15/09/2023,15/09/2023 19:21,1921,N,VIIRS,n,2.0NRT,307.19,16.52,D,VIIRS314205
30.83634,-110.964,334.53,0.79,0.78,15/09/2023,15/09/2023 19:21,1921,N,VIIRS,n,2.0NRT,307.76,5.82,D,VIIRS314206
30.83469,-110.96951,339.37,0.79,0.78,15/09/2023,15/09/2023 19:21,1921,N,VIIRS,n,2.0NRT,307.23,5.82,D,VIIRS314207
30.84351,-110.96593,339.22,0.79,0.78,15/09/2023,15/09/2023 19:21,1921,N,VIIRS,n,2.0NRT,305.32,5.82,D,VIIRS314208
30.8321,-110.96896,351.59,0.57,0.52,15/09/2023,15/09/2023 21:04,2104,N,VIIRS,n,2.0NRT,314.05,13.7,D,VIIRS314233
30.85353,-110.9742,301.78,0.46,0.39,15/09/2023,15/09/2023 08:56,856,1,VIIRS,n,2.0NRT,291.04,0.54,N,J1V313164
30.8499,-110.97459,304.2,0.46,0.39,15/09/2023,15/09/2023 08:56,856,1,VIIRS,n,2.0NRT,290.48,0.74,N,J1V313165
30.84207,-110.97083,311.18,0.46,0.39,15/09/2023,15/09/2023 08:56,856,1,VIIRS,n,2.0NRT,290.61,1.45,N,J1V313166
30.84149,-110.96634,317.41,0.46,0.39,15/09/2023,15/09/2023 08:56,856,1,VIIRS,n,2.0NRT,291.81,1.45,N,J1V313167
30.83788,-110.96684,322.16,0.46,0.39,15/09/2023,15/09/2023 08:56,856,1,VIIRS,n,2.0NRT,292.79,1.45,N,J1V313168
30.83908,-110.97623,301.07,0.46,0.39,15/09/2023,15/09/2023 08:56,856,1,VIIRS,n,2.0NRT,290.29,1.06,N,J1V313169
30.83846,-110.97134,305.15,0.46,0.39,15/09/2023,15/09/2023 08:56,856,1,VIIRS,n,2.0NRT,290.49,1.45,N,J1V313170
30.83286,-110.96613,350.4,0.47,0.4,15/09/2023,15/09/2023 20:12,2012,1,VIIRS,n,2.0NRT,316.32,6.27,D,J1V313388
30.83731,-110.96233,345.57,0.47,0.4,15/09/2023,15/09/2023 20:12,2012,1,VIIRS,l,2.0NRT,317.06,6.27,D,J1V313389
30.83204,-110.9706,355.59,0.47,0.4,15/09/2023,15/09/2023 20:12,2012,1,VIIRS,n,2.0NRT,318.45,14,D,J1V313390
30.82725,-110.97468,323.8,1.24,1.11,16/09/2023,16/09/2023 17:56,1756,Terra,MODIS,62,6.1NRT,305.92,13.07,D,MODIS68573
30.82892,-110.96925,348.37,0.49,0.4,16/09/2023,16/09/2023 09:26,926,N,VIIRS,n,2.0NRT,296.21,4.42,N,VIIRS314355
30.8315,-110.96265,305.46,0.49,0.4,16/09/2023,16/09/2023 09:26,926,N,VIIRS,n,2.0NRT,292.94,2.5,N,VIIRS314356
30.83258,-110.9684,305.8,0.49,0.4,16/09/2023,16/09/2023 09:26,926,N,VIIRS,n,2.0NRT,292.32,1.89,N,VIIRS314357
30.83449,-110.97855,305.72,0.48,0.4,16/09/2023,16/09/2023 09:26,926,N,VIIRS,n,2.0NRT,291.37,0.77,N,VIIRS314358
30.83051,-110.95734,328.52,0.49,0.4,16/09/2023,16/09/2023 09:26,926,N,VIIRS,n,2.0NRT,294.45,2.5,N,VIIRS314359
30.85629,-110.9725,300.52,0.48,0.4,16/09/2023,16/09/2023 09:26,926,N,VIIRS,n,2.0NRT,290.52,0.48,N,VIIRS314360
30.8299,-110.97443,308.9,0.48,0.4,16/09/2023,16/09/2023 09:26,926,N,VIIRS,n,2.0NRT,291.21,4.42,N,VIIRS314361
30.83164,-110.97006,341.52,0.55,0.51,16/09/2023,16/09/2023 08:35,835,1,VIIRS,n,2.0NRT,294.7,4.43,N,J1V313479
30.83121,-110.96541,327.17,0.55,0.51,16/09/2023,16/09/2023 08:35,835,1,VIIRS,n,2.0NRT,294.98,3.51,N,J1V313480
30.83216,-110.97574,309.52,0.56,0.51,16/09/2023,16/09/2023 08:35,835,1,VIIRS,n,2.0NRT,291.32,4.43,N,J1V313481
30.83076,-110.96059,310.55,0.55,0.51,16/09/2023,16/09/2023 08:35,835,1,VIIRS,n,2.0NRT,292.85,3.51,N,J1V313482
30.82748,-110.97679,325.2,0.56,0.51,16/09/2023,16/09/2023 08:35,835,1,VIIRS,n,2.0NRT,292.44,4.43,N,J1V313483
30.82695,-110.97095,321.6,0.55,0.51,16/09/2023,16/09/2023 08:35,835,1,VIIRS,n,2.0NRT,293.22,4.43,N,J1V313484
30.84484,-110.95806,302.99,0.55,0.51,16/09/2023,16/09/2023 08:35,835,1,VIIRS,n,2.0NRT,291.72,1.65,N,J1V313491
30.83544,-110.95957,303.48,0.55,0.51,16/09/2023,16/09/2023 08:35,835,1,VIIRS,n,2.0NRT,292.41,1.78,N,J1V313492
30.84211,-110.96296,336.57,0.56,0.52,16/09/2023,16/09/2023 19:53,1953,1,VIIRS,l,2.0NRT,310.28,5.34,D,J1V313772
30.8447,-110.95997,340.99,0.56,0.52,16/09/2023,16/09/2023 19:53,1953,1,VIIRS,n,2.0NRT,309.43,8.15,D,J1V313774
30.82458,-110.97551,342.52,0.57,0.52,16/09/2023,16/09/2023 19:53,1953,1,VIIRS,n,2.0NRT,312.51,9.43,D,J1V313781
30.84326,-110.95776,349.17,0.56,0.52,16/09/2023,16/09/2023 19:53,1953,1,VIIRS,n,2.0NRT,314.26,9.59,D,J1V313782
30.85721,-110.97426,307.49,1.11,1.05,17/09/2023,17/09/2023 04:57,457,Terra,MODIS,72,6.1NRT,294.37,8.36,N,MODIS68598
30.85611,-110.97034,324.75,4.05,1.87,17/09/2023,17/09/2023 17:00,1700,Terra,MODIS,72,6.1NRT,305.16,83.5,D,MODIS68601
30.86177,-110.96307,320.86,4.05,1.87,17/09/2023,17/09/2023 17:00,1700,Terra,MODIS,63,6.1NRT,304.59,54.88,D,MODIS68602
30.82248,-110.97015,303.24,0.39,0.36,17/09/2023,17/09/2023 09:07,907,N,VIIRS,n,2.0NRT,291.16,1.08,N,VIIRS314628
30.83388,-110.95554,302.13,0.39,0.36,17/09/2023,17/09/2023 09:07,907,N,VIIRS,n,2.0NRT,291.19,0.84,N,VIIRS314629
30.83658,-110.95087,301.83,0.39,0.36,17/09/2023,17/09/2023 09:07,907,N,VIIRS,n,2.0NRT,291.06,0.54,N,VIIRS314630
30.85041,-110.95218,303.22,0.39,0.36,17/09/2023,17/09/2023 09:07,907,N,VIIRS,n,2.0NRT,291.68,0.55,N,VIIRS314631
30.85404,-110.9761,305.4,0.39,0.36,17/09/2023,17/09/2023 09:07,907,N,VIIRS,n,2.0NRT,290.84,0.78,N,VIIRS314632
30.85465,-110.98007,332.52,0.39,0.36,17/09/2023,17/09/2023 09:07,907,N,VIIRS,n,2.0NRT,292.65,3.05,N,VIIRS314633
30.85675,-110.97147,302.54,0.39,0.36,17/09/2023,17/09/2023 09:07,907,N,VIIRS,n,2.0NRT,290.32,0.78,N,VIIRS314634
30.85735,-110.97544,310.99,0.39,0.36,17/09/2023,17/09/2023 09:07,907,N,VIIRS,n,2.0NRT,290.67,0.78,N,VIIRS314635
30.86568,-110.97145,367,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,l,2.0NRT,330.97,43.54,D,VIIRS314723
30.81793,-110.97421,348.96,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,n,2.0NRT,314.34,6.56,D,VIIRS314727
30.82079,-110.97434,351.22,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,n,2.0NRT,315.44,7.9,D,VIIRS314728
30.83845,-110.94918,338.21,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,l,2.0NRT,313.06,4.98,D,VIIRS314729
30.83782,-110.95317,350.93,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,n,2.0NRT,317.24,9.97,D,VIIRS314730
30.84726,-110.97984,355.88,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,n,2.0NRT,312.15,11.51,D,VIIRS314731
30.85057,-110.98055,367,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,h,2.0NRT,315.69,11.51,D,VIIRS314732
30.8512,-110.97657,355.31,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,n,2.0NRT,321.81,29.28,D,VIIRS314733
30.84992,-110.98459,342,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,n,2.0NRT,314.55,11.51,D,VIIRS314734
30.8545,-110.97729,354.45,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,n,2.0NRT,310.88,8.2,D,VIIRS314735
30.85387,-110.98127,348.25,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,n,2.0NRT,313.54,4.39,D,VIIRS314736
30.85324,-110.98528,344.26,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,n,2.0NRT,315.08,4.39,D,VIIRS314737
30.85906,-110.97007,367,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,h,2.0NRT,322.16,13.03,D,VIIRS314738
30.85969,-110.96609,355.92,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,n,2.0NRT,318.26,13.03,D,VIIRS314739
30.85843,-110.97404,344.14,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,n,2.0NRT,314.58,8.2,D,VIIRS314740
30.85781,-110.978,344.17,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,n,2.0NRT,311.8,8.2,D,VIIRS314741
30.85718,-110.98196,354.73,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,n,2.0NRT,310.35,4.39,D,VIIRS314742
30.85655,-110.98595,347.05,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,n,2.0NRT,312.42,4.39,D,VIIRS314743
30.863,-110.9668,348.4,0.39,0.36,17/09/2023,17/09/2023 20:25,2025,N,VIIRS,n,2.0NRT,315.47,43.54,D,VIIRS314744
